group_id,member_track_ids,size,child_present,coverage,majority_class,weighted_cascade,kmodes,window_start_s,window_end_s
34,[455],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,255.0,285.0
35,[462],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,255.0,285.0
36,[489],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,255.0,285.0
37,[506],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Neutral-Fallback,255.0,285.0
38,[461],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,255.0,285.0
39,[526],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,255.0,285.0
40,[466],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,255.0,285.0
41,[547],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,255.0,285.0
42,[451],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,255.0,285.0
43,"[476, 478, 479]",3,False,1.0,Casual-Adult,Casual-Adult,Neutral-Fallback,255.0,285.0
44,[518],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Neutral-Fallback,255.0,285.0
45,[492],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,255.0,285.0
46,[456],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,255.0,285.0
47,[491],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,255.0,285.0
48,"[427, 437]",2,False,1.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,255.0,285.0
49,[470],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,255.0,285.0
50,[504],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,255.0,285.0
51,[511],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,255.0,285.0
52,"[469, 477]",2,False,1.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,255.0,285.0
53,[490],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,255.0,285.0
54,"[475, 494, 546]",3,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,255.0,285.0
55,[533],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Neutral-Fallback,255.0,285.0
56,"[544, 548]",2,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,255.0,285.0
0,[515],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,270.0,300.0
1,[583],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,270.0,300.0
2,"[550, 573]",2,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,270.0,300.0
3,[530],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,270.0,300.0
4,[474],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,270.0,300.0
5,[509],1,True,1.0,Neutral-Fallback,Family/Child-safe,Family/Child-safe,270.0,300.0
6,[521],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,270.0,300.0
7,[560],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,270.0,300.0
8,[539],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,270.0,300.0
9,[565],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,270.0,300.0
10,[572],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,270.0,300.0
11,[536],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,270.0,300.0
12,[481],1,False,1.0,Casual-Adult,Teen/Sportswear,Casual-Adult,270.0,300.0
13,[512],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,270.0,300.0
14,[480],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,270.0,300.0
15,[543],1,True,1.0,Neutral-Fallback,Family/Child-safe,Family/Child-safe,270.0,300.0
16,[538],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,270.0,300.0
17,[551],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,270.0,300.0
18,[523],1,True,1.0,Neutral-Fallback,Family/Child-safe,Family/Child-safe,270.0,300.0
19,"[510, 513, 522, 537, 561]",5,True,1.0,Neutral-Fallback,Family/Child-safe,Family/Child-safe,270.0,300.0
20,[563],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,270.0,300.0
21,[493],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,270.0,300.0
22,[469],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Neutral-Fallback,270.0,300.0
23,[508],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,270.0,300.0
24,[520],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,270.0,300.0
25,[505],1,False,1.0,Neutral-Fallback,Formal-Adult,Casual-Adult,270.0,300.0
26,[584],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,270.0,300.0
27,[500],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Neutral-Fallback,270.0,300.0
28,[587],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,270.0,300.0
29,[557],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,270.0,300.0
30,[589],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,270.0,300.0
31,"[478, 479]",2,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,270.0,300.0
32,[524],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,270.0,300.0
33,[486],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,270.0,300.0
34,[545],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,270.0,300.0
35,[576],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,270.0,300.0
36,[514],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,270.0,300.0
37,[483],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,270.0,300.0
38,[591],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,270.0,300.0
39,[593],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,270.0,300.0
40,[506],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Neutral-Fallback,270.0,300.0
41,[526],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,270.0,300.0
42,[592],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,270.0,300.0
43,[547],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,270.0,300.0
44,[559],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Neutral-Fallback,270.0,300.0
45,"[566, 569]",2,False,1.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,270.0,300.0
46,[518],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Neutral-Fallback,270.0,300.0
47,"[568, 585]",2,False,1.0,Neutral-Fallback,Teen/Sportswear,Neutral-Fallback,270.0,300.0
48,[556],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,270.0,300.0
49,[590],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Neutral-Fallback,270.0,300.0
50,[553],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,270.0,300.0
51,[470],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,270.0,300.0
52,[504],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,270.0,300.0
53,[511],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,270.0,300.0
54,[582],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,270.0,300.0
55,"[475, 494, 546]",3,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,270.0,300.0
56,[533],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Neutral-Fallback,270.0,300.0
57,"[544, 548]",2,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,270.0,300.0
0,[583],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,285.0,315.0
1,"[550, 573]",2,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,285.0,315.0
2,[560],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,285.0,315.0
3,[565],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,285.0,315.0
4,[572],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,285.0,315.0
5,[481],1,False,1.0,Casual-Adult,Teen/Sportswear,Casual-Adult,285.0,315.0
6,[551],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,285.0,315.0
7,[563],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,285.0,315.0
8,[587],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,285.0,315.0
9,[584],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,285.0,315.0
10,[557],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,285.0,315.0
11,[589],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,285.0,315.0
12,[576],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,285.0,315.0
13,"[544, 548]",2,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,285.0,315.0
14,[591],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,285.0,315.0
15,"[513, 522, 537, 561]",4,True,1.0,Neutral-Fallback,Family/Child-safe,Family/Child-safe,285.0,315.0
16,"[494, 546]",2,False,1.0,Neutral-Fallback,Casual-Adult,Casual-Adult,285.0,315.0
17,[593],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,285.0,315.0
18,[592],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,285.0,315.0
19,[559],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Neutral-Fallback,285.0,315.0
20,"[566, 569]",2,False,1.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,285.0,315.0
21,"[568, 585]",2,False,1.0,Neutral-Fallback,Teen/Sportswear,Neutral-Fallback,285.0,315.0
22,[556],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,285.0,315.0
23,[590],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Neutral-Fallback,285.0,315.0
24,[470],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,285.0,315.0
25,[582],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,285.0,315.0
26,[533],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Neutral-Fallback,285.0,315.0
27,[553],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,285.0,315.0
